WellID,BVHH,FormationAlias,NioGOR,CodGOR,LateralLength,ProppantPerFoot,FluidPerFoot,LeftDistance,LeftNeighbourType,RightDistance,RightNeighbourType,TVD,NormalizedOilEUR,NormalizedGasEUR
0512342740,0.540414136,NIOBRARA,1507.29311,,9690.329465,1495.511587,798.3976218,399,Codeveloped,502,Codeveloped,6137,14.95284557,35.00861361
0512342744,0.499015707,NIOBRARA,1261.710997,,9734.235231,1236.460771,732.0137464,526,Codeveloped,513,Codeveloped,6193,14.50232059,28.37213129
0512342748,0.61237772,NIOBRARA,1804.131312,2081.136366,9790,1482.737487,828.5754852,536,Codeveloped,518,Codeveloped,6398,16.11225741,54.98069459
0512342749,0.619994,NIOBRARA,1817.801888,2119.86475,9794,1480.498264,829.2019604,518,Codeveloped,547,Codeveloped,6398,16.01021033,44.94026955
0512342764,0.823137824,NIOBRARA,2192.730446,1929.549682,4268,1440.955951,916.2652296,917,Parent,2663,Parent,6401,23.16940019,99.47516401
0512342765,0.80421875,NIOBRARA,2638.509621,1888.374368,9563,1358.151208,1125.497229,1401,Codeveloped,5199,Parent,6341,29.87964028,102.4750601
0512342766,0.780105291,NIOBRARA,2259.105033,1850.660848,4010,1533.665835,2536.422943,1657,Parent,2540,Parent,6319,32.42468828,104.2214464
0512342767,0.840701531,NIOBRARA,3575.637666,2434.767159,4305,1919.163763,1323.356098,343,Codeveloped,371,Codeveloped,7038,12.8466899,89.91869919
0512342769,0.872241237,NIOBRARA,3326.069092,2421.689242,4383,1813.369838,1220.568104,244,Codeveloped,321,Codeveloped,7015,21.51448779,130.4113621
0512342770,0.840203109,NIOBRARA,3837.111229,2511.376015,4423,1900.067827,1353.078001,359,Codeveloped,358,Codeveloped,7044,15.31901424,95.90549401
0512342771,0.842809474,NIOBRARA,3773.973776,2482.694317,4365,1925.315006,1422.563574,339,Codeveloped,359,Codeveloped,7038,14.07812142,115.3369989
0512342772,0.83816114,NIOBRARA,3706.089227,2459.097517,4386,1953.488372,1307.582763,344,Codeveloped,339,Codeveloped,7036,10.16324669,74.89420885
0512342773,0.841775648,NIOBRARA,3895.18384,2544.709144,4316,1985.171455,1281.593605,358,Codeveloped,340,Codeveloped,7057,10.08989805,78.86816497
0512342775,0.841723158,NIOBRARA,3634.053626,2440.838235,4361,1964.686998,1341.52488,371,Codeveloped,344,Codeveloped,7057,20.5861041,156.486127
0512342776,0.859770619,NIOBRARA,3403.276261,2418.551812,4399,1947.71539,1199.687656,321,Codeveloped,377,Codeveloped,7032,14.79677199,104.8515572
0512342777,0.902713333,NIOBRARA,3251.45624,2421.689242,4420,1985.520362,1307.074208,,NoNeighbour,244,Codeveloped,7027,19.03597285,104.5434389
0512342778,0.839332995,NIOBRARA,3996.108553,2622.61456,4385,1787.913341,1210.011859,354,Codeveloped,350,Codeveloped,7070,19.63261117,155.1835804
0512342780,0.843694845,NIOBRARA,3948.129654,2582.064553,4388,1786.690975,1220.747037,340,Codeveloped,354,Codeveloped,7063,17.18026436,136.6159982
0512342781,0.905798462,CODELL,3773.973776,2482.694317,4386,1916.096671,853.5978112,1327,Codeveloped,1348,Codeveloped,7264,6.825125399,36.05380757
0512342782,0.95474375,CODELL,3996.108553,2622.61456,4356,1285.583104,905.1694215,1348,Codeveloped,,NoNeighbour,7274,8.767217631,44.00298439
0512342783,0.852965152,CODELL,3558.760482,2428.01548,4309.744937,1349.035752,896.4558359,,NoNeighbour,1327,Codeveloped,7249,8.422772236,39.01344568
0512342784,0.847080412,NIOBRARA,4039.447503,2665.340382,4336.276101,2012.325737,1346.161514,350,Codeveloped,4939,Codeveloped,7074,18.88094717,107.3222713
0512342785,0.846425258,NIOBRARA,3481.370564,2420.617921,4373,1792.819575,1248.570775,377,Codeveloped,343,Codeveloped,7031,19.08438143,152.0157786
0512342786,1.062717278,NIOBRARA,4334.012331,3606.488101,9724,795.5573838,1167.931715,643,Codeveloped,278,Codeveloped,7524,11.45835047,115.1924105
0512342787,1.167439086,NIOBRARA,1575.570869,,4598.558771,1356.077047,1630.630459,,NoNeighbour,434,Codeveloped,6086,51.21756875,95.8074088
0512342788,1.174255027,NIOBRARA,1574.354806,,4662,1320.892321,1605.31553,447,Codeveloped,434,Codeveloped,6085,29.55705706,84.35800086
0512342789,1.176747938,NIOBRARA,1575.086493,,4661,1293.284703,1581.119288,434,Codeveloped,447,Codeveloped,6054,32.62883501,74.72902811
0512342803,1.187692893,NIOBRARA,1573.329675,,4625,1404.540541,1498.332973,434,Codeveloped,431,Codeveloped,6076,25.76172973,67.1107027
0512342804,1.19836802,NIOBRARA,1567.755873,,4693,1317.707224,1456.325165,437,Codeveloped,691,Codeveloped,6058,29.29938206,73.07393991
0512342805,1.187972487,NIOBRARA,1571.940646,,4630,1399.136069,1514.857451,431,Codeveloped,437,Codeveloped,6109,34.71209503,80.67645788
0512342812,0.633593846,CODELL,5253.159986,4478.326203,10382,1732.61414,2573.536505,,NoNeighbour,1153,Codeveloped,6876,34.79387401,197.0019264
0512342813,1.456221539,NIOBRARA,5304.095892,4556.08352,10508,2043.205177,4.240768938,712,Codeveloped,378,Codeveloped,6694,22.49153026,192.9177769
0512342814,1.499508763,NIOBRARA,5298.124641,4529.077706,10408,2078.59339,2595.884896,394,Codeveloped,712,Codeveloped,6704,24.48011145,225.2072444
0512342815,1.4164,NIOBRARA,5299.099668,4561.545474,10265,2036.239649,2386.045981,378,Codeveloped,201,Codeveloped,6690,16.77817828,174.3936678
0512342816,0.663903175,CODELL,5329.469289,4561.545474,10453,2001.147996,2510.011289,1056,Codeveloped,,NoNeighbour,6849,15.73921362,127.3092892
0512342817,1.406636269,NIOBRARA,5287.542796,4568.405505,10425,1963.741007,2326.703309,201,Codeveloped,3187,Parent,6760,26.57678657,144.9865707
0512342818,1.538536979,NIOBRARA,5323.751437,4507.371173,10326,1740.267286,2626.663568,380,Codeveloped,395,Codeveloped,6769,26.60555878,265.1996901
0512342819,1.551717677,NIOBRARA,5235.1629,4495.270288,10744,3098.659717,2559.763961,716,Codeveloped,380,Codeveloped,6697,21.20672003,190.102662
0512342820,1.514414583,NIOBRARA,5289.348065,4512.507745,10740,1689.944134,2553.959404,395,Codeveloped,394,Codeveloped,6689,17.98417132,200.6421788
0512342821,1.597217259,NIOBRARA,5253.159986,4462.50485,10458,1884.299101,2635.314209,,NoNeighbour,716,Codeveloped,6705,30.78236757,216.8689998
0512342822,0.652109091,CODELL,5298.124641,4529.077706,10526,1633.859016,2511.898157,1153,Codeveloped,1056,Codeveloped,6891,20.54788144,165.4255178
0512342823,1.398750777,NIOBRARA,3880.473638,4650.549119,9586,1088.462341,861.2103067,167,Codeveloped,245,Codeveloped,6753,26.52816608,162.6949718
0512342824,1.23445641,NIOBRARA,3864.142697,4461.552287,9599,995.1036566,861.4134806,347,Codeveloped,231,Codeveloped,6789,27.81518908,163.3321179
0512342825,1.292772021,NIOBRARA,3854.371345,4555.577344,9668,1121.431527,860.4091849,227,Codeveloped,231,Codeveloped,6791,28.6888705,147.7248655
0512342826,1.209705155,NIOBRARA,3870.168684,4461.552287,9676,1061.182307,861.1519223,231,Codeveloped,242,Codeveloped,6724,25.02676726,168.8808392
0512342827,1.263429381,NIOBRARA,3854.371345,4523.589386,9805,1066.190719,828.8799592,231,Codeveloped,347,Codeveloped,6712,25.7745028,159.8145844
0512342828,1.419619797,NIOBRARA,3888.080913,4680.902178,9537,1135.577226,851.2916011,,NoNeighbour,167,Codeveloped,6720,32.2381252,171.5781692
0512342829,1.190593367,NIOBRARA,3870.168684,4432.500469,9652,1074.80315,853.9115209,242,Codeveloped,277,Codeveloped,6788,24.26585164,129.6687733
0512342830,1.309880928,NIOBRARA,3855.192472,4555.577344,9714,1079.884702,828.0883261,277,Codeveloped,227,Codeveloped,6714,23.48424954,149.5750463
0512342831,1.168716146,NIOBRARA,3879.576497,4405.477521,9701,1106.277703,852.3865581,277,Codeveloped,243,Codeveloped,6719,27.03937738,164.2824451
0512342832,1.340370985,NIOBRARA,3867.635694,4587.628941,9577,1061.083847,859.3050016,326,Codeveloped,277,Codeveloped,6781,28.53607602,152.8822178
0512342833,1.376060513,NIOBRARA,3873.499603,4650.549119,9603,1103.405186,838.6704155,245,Codeveloped,326,Codeveloped,6730,27.08091221,157.7046756
0512342834,1.021428351,NIOBRARA,2389.548219,2496.705804,8506,826.240301,1202.115448,932,Codeveloped,3673,Parent,7050,28.75546673,118.4788385
0512342835,1.374166842,NIOBRARA,3712.841715,3211.712364,10180,798.8212181,1194.56169,758,Codeveloped,234,Codeveloped,7068,19.60500982,147.3883104
0512342836,0.521519697,CODELL,2385.544052,2480.33349,8536,523.4301781,922.5337395,1790,Codeveloped,3249,Parent,7224,29.68029522,115.1787723
0512342837,0.496965625,CODELL,3818.364323,3025.725458,10068,499.4040524,804.5286055,1359,Codeveloped,,NoNeighbour,7200,30.89044497,135.9378228
0512342838,1.34645445,NIOBRARA,3729.074372,3164.597938,10148,812.376823,1194.628498,234,Codeveloped,,NoNeighbour,7049,22.23236106,143.0401064
0512342839,1.042102604,NIOBRARA,2392.643913,2479.984518,8468,553.8497874,1385.915683,939,Codeveloped,932,Codeveloped,7077,24.42111479,108.105692
0512342841,1.424040212,NIOBRARA,7111.415923,5220.980287,9325.665609,1248.597203,918.0206924,240,Codeveloped,301,Codeveloped,6527,15.66998069,218.8941879
0512342842,1.425063265,NIOBRARA,7111.415923,5248.88618,9348,1216.302953,907.9062901,301,Codeveloped,176,Codeveloped,6585,11.01444159,95.41474112
0512342843,1.424034375,NIOBRARA,7156.086038,5200.603344,9380,1248.614072,910.4731343,238,Codeveloped,240,Codeveloped,6564,19.42377399,235.2968017
0512342844,1.420132308,NIOBRARA,7206.071923,5188.566622,9413.604422,1250.105642,901.1685238,605,Codeveloped,238,Codeveloped,6503,18.4905794,237.9810007
0512342847,0.63482067,NIOBRARA,1185.762056,,9979,641.948091,1083.153021,553,Parent,513,Codeveloped,5876,11.5709991,18.50606273
0512342848,0.636027684,CODELL,1192.321635,,9910,639.7578204,1097.687588,1312,Codeveloped,1308,Codeveloped,5981,9.829868819,20.60413724
0512342852,0.635059195,NIOBRARA,1192.321635,,9852,616.9305725,1080.174178,513,Codeveloped,816,Codeveloped,5734,18.40956151,34.97107186
0512342853,1.352368367,NIOBRARA,4517.104362,4687.677322,4190,1074.463007,856.3890215,,NoNeighbour,369,Parent,6709,23.26133652,135.1408115
0512342855,1.360291753,NIOBRARA,4555.733409,4703.965438,4065,1096.186962,792.7202952,267,Codeveloped,259,Codeveloped,6634,16.5500615,137.0516605
0512342856,1.364651814,NIOBRARA,4558.517237,4724.067632,4012,1162.013958,858.5712861,259,Codeveloped,1377,Parent,6705,24.50249252,171.3409771
0512342857,0.795298462,CODELL,4563.175516,4750.47107,4191,1104.74827,809.9957051,1600,Codeveloped,1670,Parent,6818,25.08136483,168.4936769
0512342858,1.357037368,NIOBRARA,4541.915794,4679.266396,3690,1130.623306,900.2341463,313,Parent,302,Codeveloped,6709,26.98834688,192.0441734
0512342859,1.357201546,NIOBRARA,4548.81706,4693.66161,3941,1060.644506,799.5559503,302,Codeveloped,296,Codeveloped,6625,23.27277341,183.4980969
0512342860,1.36009433,NIOBRARA,4553.016935,4690.042173,4346,1069.949379,783.2429821,296,Codeveloped,267,Codeveloped,6692,21.03980672,150.2266452
0512342861,1.365736598,NIOBRARA,4142.83004,5031.188987,5056.662799,1087.673871,797.1063446,218,Codeveloped,216,Codeveloped,6728,27.29982312,163.4922147
0512342862,1.374403077,NIOBRARA,4206.278102,5061.625324,5061,1086.741751,789.7925311,814,Parent,211,Codeveloped,6666,29.03477574,203.5429757
0512342863,1.373684974,NIOBRARA,4179.279975,5061.625324,5052,1091.053048,784.7232779,211,Codeveloped,322,Codeveloped,6727,24.86539984,137.6603325
0512342864,1.368055027,NIOBRARA,4158.074092,5045.029258,5117.678909,1073.142746,800.3643981,322,Codeveloped,218,Codeveloped,6649,21.84955367,198.1710885
0512342865,1.365020207,NIOBRARA,4142.83004,5031.188987,5017,1096.272673,806.9742874,216,Codeveloped,492,Codeveloped,6670,24.4807654,194.8987443
0512342866,,NIOBRARA,2975.802318,1455.627366,9587,1240.638364,1115.115886,,NoNeighbour,315,Codeveloped,7400,23.11369563,89.6521331
0512342867,1.31636114,NIOBRARA,3156.255708,1468.232486,9482,1455.600084,1146.189833,315,Codeveloped,327,Codeveloped,7549,22.28190255,66.41141109
0512342870,0.761779487,NIOBRARA,1086.270352,,7817,580.2737623,998.2266854,317,Codeveloped,518,Parent,5616,20.94946911,51.22425483
0512342871,0.201322917,NIOBRARA,1035.647661,,7719,803.4719523,1287.678974,,NoNeighbour,139,Codeveloped,5595,21.22179039,36.57054023
0512342872,0.184329319,NIOBRARA,1040.932129,,7744,612.6033058,1058.645145,186,Codeveloped,350,Parent,5671,17.1246126,30.36621901
0512342875,0.20388125,CODELL,1031.600846,,7804,783.9569452,1272.491287,,NoNeighbour,2660,Codeveloped,5896,12.39748847,18.48231676
0512342880,0.760534896,NIOBRARA,1066.674297,,7767,570.0660487,1064.670529,151,Codeveloped,317,Codeveloped,5683,27.201751,48.56405304
0512342881,1.171247396,NIOBRARA,4956.685065,5151.491493,10175.28004,1913.06774,2397.475637,688,Codeveloped,454,Codeveloped,6732,21.80549322,166.7707417
0512342882,1.185252821,NIOBRARA,5000.365326,5396.278846,10584.94995,1888.341475,1.440346915,694,Codeveloped,688,Codeveloped,6715,32.64871366,225.1748956
0512342884,1.222555385,NIOBRARA,5112.440184,5646.132063,10632,1857.223476,2371.8386,466,Codeveloped,694,Codeveloped,6667,23.78621144,203.4719714
0512342885,1.166832292,NIOBRARA,4896.350329,5037.424363,10372,1779.791747,2340.540301,454,Codeveloped,555,Codeveloped,6671,24.37986888,196.2998457
0512342887,0.664846154,CODELL,5179.076385,5765.373559,10613.24197,1856.360202,2331.182317,2503,Parent,3568,Codeveloped,6841,22.76929149,165.4475612
0512342888,1.178893814,NIOBRARA,4871.716661,4835.331109,10635,1779.971791,2446.083686,318,Codeveloped,879,Codeveloped,6733,25.35496004,210.2563235
0512342889,1.168585864,NIOBRARA,4879.738471,4835.331109,10620,1641.054614,2452.119774,555,Codeveloped,318,Codeveloped,6696,27.95621469,229.1870998
0512342890,0.685647619,CODELL,4878.687321,4675.498364,10931,1737.626933,2382.62922,3568,Codeveloped,,NoNeighbour,6820,29.56509011,183.761504
0512342891,1.212181633,NIOBRARA,4891.871046,4610.744689,10598,1813.361012,2485.688243,879,Codeveloped,,NoNeighbour,6691,33.61086998,228.8554444
0512342892,0.65968794,NIOBRARA,2132.661056,1505.1642,9614,1423.548991,723.4403994,454,Codeveloped,483,Codeveloped,6335,14.87674225,64.49604743
0512342894,0.665099487,NIOBRARA,2086.50545,1322.846483,9617,1420.609338,722.9059998,484,Codeveloped,,NoNeighbour,6310,13.54975564,50.4208173
0512342895,0.661241919,NIOBRARA,2111.954622,1390.21676,9537,1428.122051,713.9170599,483,Codeveloped,484,Codeveloped,6387,14.81524588,53.97284261
0512342897,0.660112,NIOBRARA,2154.667396,1662.663393,9457,1490.747594,772.161362,509,Codeveloped,490,Codeveloped,6328,15.27154489,49.73712594
0512342898,0.661783163,NIOBRARA,2165.672815,1693.211379,9548,1475.49225,785.5611646,457,Codeveloped,509,Codeveloped,6389,16.95171764,66.11227482
0512342899,0.659574372,NIOBRARA,2148.545774,1595.255769,9509,1476.075297,786.6375013,490,Codeveloped,454,Codeveloped,6379,17.61121043,60.60384899
0512342900,1.499982011,NIOBRARA,3926.437017,5299.755009,5735,1049.34612,853.6948561,498,Codeveloped,251,Codeveloped,6760,26.4228422,163.9911072
0512342901,1.496442929,NIOBRARA,3909.097765,5255.319316,5690,1091.739895,791.1574692,251,Codeveloped,675,Parent,6703,22.73796134,108.3240773
0512342902,1.360633846,NIOBRARA,4170.873444,4984.876349,4081,1156.089194,865.4511149,199,Codeveloped,530,Codeveloped,6648,28.59960794,174.5819652
0512342903,0.800829688,CODELL,4201.006322,4988.709943,3793,845.2412339,745.6134985,2649,Parent,4152,Codeveloped,6822,19.43791194,130.5987345
0512342905,1.355214136,NIOBRARA,4184.883378,4985.509228,4235,1114.049587,794.9057851,530,Codeveloped,224,Codeveloped,6713,30.61936246,197.9237308
0512342906,1.361115026,NIOBRARA,4170.873444,4987.261325,4129,1098.086704,869.5596997,492,Codeveloped,199,Codeveloped,6717,20.35771373,89.69750545
0512342907,1.354513846,NIOBRARA,4184.883378,4995.45016,4158,1134.680135,808.4646465,224,Codeveloped,526,Parent,6662,19.69360269,110.4728235
0512342908,0.979115873,CODELL,4819.818319,6861.671962,13062,995.2534068,551.4308682,652,Codeveloped,1305,Codeveloped,7152,12.71696524,128.9266575
0512342909,1.802511458,NIOBRARA,4495.63464,6368.208069,12988,1401.293502,638.2557746,348,Codeveloped,321,Codeveloped,6884,26.79026794,159.8507853
0512342911,1.815349485,NIOBRARA,4557.177175,6438.192515,12927,1407.905933,660.5472267,316,Codeveloped,348,Codeveloped,6745,17.11201361,137.5059952
0512342912,1.790606771,NIOBRARA,4473.215972,6226.890311,12971,1403.130059,651.0437129,321,Codeveloped,349,Codeveloped,6951,25.18888289,161.5422866
0512342914,0.967490476,CODELL,4557.177175,6410.900659,12825,1013.645224,561.097076,1305,Codeveloped,1359,Codeveloped,7090,15.0614425,155.1806628
0512342915,0.958263492,CODELL,4440.782234,6215.51648,12967,1002.544922,598.1348037,1359,Codeveloped,1350,Codeveloped,7088,15.93815069,155.1110511
0512342916,0.949615625,CODELL,4399.221749,6098.751549,12973,1002.081246,608.5062823,1350,Codeveloped,,NoNeighbour,7096,15.55708009,136.1653434
0512342918,1.264195767,NIOBRARA,5251.252912,5765.567122,10597,1837.689912,2449.380391,491,Codeveloped,466,Codeveloped,6682,26.09700859,229.9674436
0512342919,1.288483246,NIOBRARA,5327.663343,5975.971325,10522,1855.73085,2445.887854,292,Codeveloped,491,Codeveloped,6732,22.06500665,144.6743965
0512342920,1.341465128,NIOBRARA,5406.968051,6060.879577,10678,2040.831616,2563.152463,2208,Parent,245,Codeveloped,6730,26.90082412,199.2634388
0512342921,1.316970466,NIOBRARA,5406.968051,5975.971325,10393.16179,2089.258345,2619.84106,245,Codeveloped,292,Codeveloped,6679,24.2453649,249.419864
0512342936,0.987785938,CODELL,4953.556052,7096.267632,12962,1002.931646,543.9165252,3740,Parent,652,Codeveloped,7107,16.27441753,150.2034408
0512342937,1.890610309,NIOBRARA,4953.556052,7062.462086,12867,1414.626564,625.266962,2268,Parent,1344,Codeveloped,6953,16.894925,128.5822647
0512342938,1.138514141,NIOBRARA,1333.036715,,9743,917.5818536,1148.29457,2604,Parent,400,Codeveloped,6050,17.48978754,53.77378631
0512342939,1.127484184,NIOBRARA,1323.589858,,10142,876.5529481,709.9913232,400,Codeveloped,963,Parent,6081,20.96144745,51.91027411
0512342940,0.995208901,NIOBRARA,1342.723429,,10144,762.2239748,974.4339511,616,Codeveloped,447,Codeveloped,6011,23.12470426,64.44597792
0512342941,0.995484375,NIOBRARA,1383.973241,,10045,844.001991,1031.29338,402,Codeveloped,453,Codeveloped,6004,27.46231956,74.36356396
0512342942,1.00056875,NIOBRARA,1368.971173,,10148,841.3480489,1009.974182,447,Codeveloped,402,Codeveloped,6047,28.09972408,76.38066614
0512342943,0.997974611,NIOBRARA,1449.548773,,10263,847.7053493,1057.298061,437,Codeveloped,4011,Codeveloped,6002,29.68079509,66.768099
0512342944,0.855123438,NIOBRARA,1705.534981,,4591,1710.302766,2134.873448,769,Codeveloped,,NoNeighbour,6068,51.49357438,181.3053801
0512342946,0.843680423,NIOBRARA,1697.961327,,4667,1574.030426,1970.476752,4741,Parent,769,Codeveloped,5978,43.6524534,95.32547675
0512342947,0.996743814,NIOBRARA,1416.296287,,10131,856.1839897,1071.080051,453,Codeveloped,437,Codeveloped,6091,30.7410917,83.71276281
0512342948,1.080789063,NIOBRARA,1311.886886,,10146,849.7930219,1219.486793,3720,Codeveloped,382,Codeveloped,6060,26.12546816,64.48639858
0512342949,1.045725521,NIOBRARA,1305.463403,,10143,841.7627921,1044.572217,475,Codeveloped,418,Parent,6057,20.06230898,72.14049098
0512342950,1.062140104,NIOBRARA,1306.048426,,10285,846.2809917,1195.83053,382,Codeveloped,475,Codeveloped,6153,21.18133204,54.52085561
0512342951,1.037435079,NIOBRARA,1307.241878,,10151,815.2891341,1040.71658,894,Codeveloped,424,Codeveloped,6070,25.38744951,63.98138114
0512342952,1.026650785,NIOBRARA,1310.61963,,10201,796.1964513,1027.261543,424,Codeveloped,477,Codeveloped,6034,24.91196941,87.96167042
0512342953,1.013779365,NIOBRARA,1322.953662,,10190,831.7958783,1038.460353,477,Codeveloped,616,Codeveloped,6118,28.48390579,66.17369971
0512342957,1.018589785,NIOBRARA,1465.256454,,4215,1869.039146,1069.301068,613,Codeveloped,464,Codeveloped,5878,34.68279953,68.78220641
0512342958,0.985436269,NIOBRARA,1485.241401,,4311,897.7035491,1001.716075,4011,Codeveloped,489,Codeveloped,5955,38.11111111,86.03108328
0512342959,1.065709375,NIOBRARA,1443.081985,,4321,805.3691275,1109.320991,451,Codeveloped,450,Codeveloped,5902,48.749595,111.9449202
0512342960,0.989411518,NIOBRARA,1480.14954,,4072,957.7603143,1060.5722,489,Codeveloped,429,Codeveloped,5911,39.16232809,113.831778
0512342961,1.127909424,NIOBRARA,1391.4021,,4451,906.7625253,1041.064031,415,Codeveloped,,NoNeighbour,5864,52.98337452,108.7672433
0512342962,1.039497917,NIOBRARA,1454.082988,,4256,878.7593985,1050.305921,464,Codeveloped,451,Codeveloped,5938,38.50328947,78.46616541
0512342963,0.997861979,NIOBRARA,1483.475021,,4177,940.8666507,1031.156811,429,Codeveloped,613,Codeveloped,5975,39.64113,79.52262389
0512342964,1.093021354,NIOBRARA,1418.329909,,4526,720.2828104,1027.04198,450,Codeveloped,415,Codeveloped,5934,50.86080424,148.8353955
0512342965,1.109102083,NIOBRARA,1481.256779,,4382,910.0867184,1038.958466,471,Codeveloped,4385,Codeveloped,5975,30.17959836,78.68507531
0512342966,1.082410881,NIOBRARA,1452.176836,,4350,959.5402299,1056.652414,5108,Parent,423,Codeveloped,5990,41.14873563,81.0954023
0512342967,1.097526042,NIOBRARA,1463.429774,,4520,925.6637168,1000.324779,423,Codeveloped,471,Codeveloped,6067,43.93893805,86.13207965
0512342968,1.214978061,NIOBRARA,1546.191779,,4575,1317.595628,1428.617486,417,Codeveloped,440,Parent,6141,51.77202186,93.59956284
0512342969,0.805346875,NIOBRARA,1233.548229,,10734,1727.221912,2209.212968,715,Codeveloped,746,Codeveloped,6030,30.30743432,77.29755916
0512342970,1.191644792,NIOBRARA,1449.294076,,4516,950.8414526,985.3804252,773,Parent,450,Codeveloped,6090,23.99512843,72.18755536
0512342971,1.219840838,NIOBRARA,1551.987082,,4567,1329.100066,1458.841471,448,Codeveloped,417,Codeveloped,6115,34.61878695,102.768995
0512342972,0.818182632,NIOBRARA,1182.608856,,10688,1346.744012,1608.541168,,NoNeighbour,697,Codeveloped,6104,33.4382485,58.43609656
0512342973,1.190117949,NIOBRARA,1402.870396,,4475,859.8882682,1037.920894,319,Codeveloped,483,Codeveloped,6053,19.46256983,77.45944134
0512342975,1.195002083,NIOBRARA,1430.73923,,4533,825.0606662,998.7253475,450,Codeveloped,435,Codeveloped,6028,18.76020296,66.43679682
0512342977,1.196459278,NIOBRARA,1421.493563,,4503,874.9722407,1032.269154,435,Codeveloped,319,Codeveloped,6110,20.07839218,63.88496558
0512342978,0.800627835,NIOBRARA,1263.059818,,10716,1679.544606,2158.256626,746,Codeveloped,623,Parent,6066,28.92683837,77.34518477
0512342979,0.818654592,NIOBRARA,1199.967213,,10688,495.1347305,593.4789484,697,Codeveloped,715,Codeveloped,6083,10.25392964,32.42168787
0512342980,1.158248205,NIOBRARA,1365.43203,,4455,1098.092031,1053.293827,473,Codeveloped,3720,Codeveloped,6067,39.53535354,103.3912458
0512342982,0.785704211,NIOBRARA,1336.694377,,10702,923.9394506,1135.743412,729,Codeveloped,3349,Parent,6023,27.874416,59.5230798
0512342983,1.178898964,NIOBRARA,1393.474128,,4441,1004.728665,1069.67102,483,Codeveloped,374,Codeveloped,6044,25.69286197,104.7818059
0512342984,1.173897396,NIOBRARA,1374.678562,,4522,1072.976559,1076.829721,374,Codeveloped,473,Codeveloped,6014,21.42105263,66.85072977
0512342991,1.044111856,NIOBRARA,5371.062557,4391.016517,13107,0.212100404,1022.660105,,NoNeighbour,438,Codeveloped,7078,15.47226673,101.1982147
0512342992,1.05192,NIOBRARA,5351.940877,4391.863435,13164,431.1759344,966.4466727,438,Codeveloped,339,Codeveloped,7190,11.84594348,86.74544211
0512342993,1.0559375,NIOBRARA,5332.511827,4392.340511,13034,483.6581249,1109.700322,339,Codeveloped,579,Codeveloped,7078,13.42151297,130.5540893
0512342994,1.059483246,NIOBRARA,5281.069529,4392.554377,13154,478.1815417,1118.661092,579,Codeveloped,636,Codeveloped,7233,16.87106584,136.3051543
0512342998,1.087945313,NIOBRARA,4107.049083,4318.352853,9227,1068.819768,855.8814349,231,Codeveloped,246,Codeveloped,6765,23.59781077,142.3822478
0512342999,1.110651531,NIOBRARA,3961.392587,4328.249818,9293,1021.198752,844.5828043,254,Codeveloped,268,Codeveloped,6775,27.61142796,157.0741418
0512343001,1.106434359,NIOBRARA,3991.746452,4318.882243,9267,1148.375958,857.090968,268,Codeveloped,243,Codeveloped,6704,27.02827236,156.6001942
0512343002,1.113475661,NIOBRARA,3935.064149,4341.964723,9200,1071.73913,843.0769565,432,Codeveloped,254,Codeveloped,6711,30.26869565,182.9713043
0512343003,1.083958031,NIOBRARA,4064.604708,4313.917697,9247,1128.582243,856.1650265,343,Parent,231,Codeveloped,6693,26.55098951,163.9024549
0512343004,1.094991237,NIOBRARA,4153.371386,4318.352853,9238,1182.723533,866.7785235,246,Codeveloped,,NoNeighbour,6686,24.0664646,115.3143538
0512343005,1.14176943,NIOBRARA,3894.213148,4381.033195,9179,928.8593529,824.0995751,243,Codeveloped,432,Codeveloped,6779,26.20481534,134.0582852
0512343006,1.417312953,NIOBRARA,6004.505935,6365.302594,6896,1060.034803,776.3544084,473,Codeveloped,199,Codeveloped,6480,15.89399652,222.2855278
0512343007,1.415705208,CODELL,6004.505935,6338.694065,6876,1063.118092,825.486911,,NoNeighbour,1096,Codeveloped,6437,14.84904014,227.229203
0512343009,1.420317188,NIOBRARA,6042.912479,6331.767854,6879,1051.315598,771.7409507,199,Codeveloped,419,Codeveloped,6420,15.9898241,228.2825992
0512343010,1.41478125,NIOBRARA,5961.39753,6336.463037,6953,1051.344743,776.8338847,215,Codeveloped,473,Codeveloped,6506,16.45045304,210.5896735
0512343011,1.415008205,NIOBRARA,5915.188808,6336.463037,6869,1037.705634,776.599505,572,Codeveloped,215,Codeveloped,6436,17.81773184,217.1949338
0512343012,1.421768229,NIOBRARA,6091.629679,6350.058665,6705,1294.854586,957.7940343,419,Codeveloped,2163,Parent,6492,22.02609993,276.2875466
0512343013,1.415045685,NIOBRARA,5861.565476,6332.935192,6700,1291.641791,966.2946269,,NoNeighbour,177,Codeveloped,6435,30.17970149,260.5770149
0512343014,0.551942188,CODELL,6114.314291,6329.120479,6658,1312.406128,991.9708621,1096,Codeveloped,3665,Parent,6568,24.16821868,219.9453289
0512343015,0.997751814,NIOBRARA,5281.745496,4400.777351,13596,586.7902324,1311.341571,405,Codeveloped,625,Codeveloped,7212,14.56421006,141.9688144
0512343016,1.03623822,NIOBRARA,5268.70505,4394.065831,13389,607.9617597,1318.161326,413,Codeveloped,259,Codeveloped,7214,14.32683546,135.7480021
