WellID,BVHH,FormationAlias,NioGOR,CodGOR,LateralLength,ProppantPerFoot,FluidPerFoot,LeftDistance,LeftNeighbourType,RightDistance,RightNeighbourType,TVD,NormalizedOilEUR,NormalizedGasEUR
0500109742,1.105028351,NIOBRARA,1687.414535,,8084,1256.308758,1234.370856,,NoNeighbour,,NoNeighbour,7501,15.23478476,37.6740475
0500109753,0.644479793,NIOBRARA,2267.667384,,3912,742.8425358,784,,NoNeighbour,1330,Codeveloped,7551,5.327198364,11.62730061
0500109754,0.620267526,NIOBRARA,2368.236087,,4137,912.7386995,1127.047136,1330,Codeveloped,,NoNeighbour,7594,5.629925066,14.54435581
0500109760,0.649669792,NIOBRARA,333.8766176,,4161,914.6839702,691.0266763,,NoNeighbour,,NoNeighbour,7391,8.240086518,7.012256669
0500109772,1.423474869,NIOBRARA,3608.065949,3199.96293,4418,747.2718425,928.2399276,,NoNeighbour,,NoNeighbour,7838,15.37483024,51.16953373
0500109773,1.368585492,NIOBRARA,3899.971877,3133.110269,4246,709.373528,957.3645784,,NoNeighbour,601,Codeveloped,7941,10.57041922,43.05652379
0500109775,1.39283822,NIOBRARA,3769.822078,3171.787991,4273,955.7079335,1027.864732,601,Codeveloped,569,Parent,7949,10.01614791,64.4652469
0500109777,1.372892821,CODELL,3827.060082,3171.913583,4393,893.694514,796.0783064,,NoNeighbour,629,Parent,8078,20.59412702,83.21830184
0500109779,1.168351563,NIOBRARA,1784.744088,,3896,1975.87269,1308.910164,,NoNeighbour,,NoNeighbour,7629,38.61473306,87.99948665
0500109805,1.182177949,NIOBRARA,1846.999552,,8400,1398.333333,907.66,,NoNeighbour,,NoNeighbour,7999,26.02190476,56.49821429
0500109826,1.43928299,NIOBRARA,3933.456074,3170.923049,4225,860.591716,719.2288757,,NoNeighbour,,NoNeighbour,7865,27.4783432,108.8956213
0500109841,0.894735938,CODELL,3541.267443,3190.199457,4297,828.4849895,781.305562,503,Parent,,NoNeighbour,8075,18.06935071,129.508727
0500109845,0.775735385,CODELL,2004.477089,1557.666119,4434,992.4995489,,,NoNeighbour,,NoNeighbour,7856,49.55164637,126.812359
0500109847,0.765930159,CODELL,1942.597254,1183.174029,4508,952.9724933,1326.214286,,NoNeighbour,,NoNeighbour,7742,52.97981366,131.8380657
0500109848,,NIOBRARA,,,16657,659.422465,734.0124272,,NoNeighbour,,NoNeighbour,,13.86107943,57.67629225
0500109858,0.750506154,CODELL,1579.18932,1126.227805,9907,1739.52256,1817.09034,,NoNeighbour,,NoNeighbour,7824,48.39194509,122.3055415
0500109860,1.487992708,NIOBRARA,1804.764588,1432.007957,9879,1744.103654,1740.727604,,NoNeighbour,,NoNeighbour,7602,35.60137666,79.23524648
0500109866,1.456688235,NIOBRARA,1899.440485,1423.597262,10027,967.1885908,903.1490974,739,Parent,216,Codeveloped,7588,18.28413284,68.49047572
0500109873,,NIOBRARA,,,12880,701.863354,884.9888199,,NoNeighbour,,NoNeighbour,,15.37119565,76.5322205
0500109877,,CODELL,,,12876,698.3535259,650.157813,,NoNeighbour,,NoNeighbour,8041,21.98594284,110.9869525
0500109880,,NIOBRARA,,,12636,722.0639443,884.144666,,NoNeighbour,,NoNeighbour,,18.26448243,75.82573599
0500109881,,CODELL,,,12786,731.4249961,666.9373534,,NoNeighbour,,NoNeighbour,8030,29.1476615,70.59416549
0500109884,,CODELL,,,12885,713.6980986,674.181917,,NoNeighbour,,NoNeighbour,,30.31975165,67.62817229
0500109885,,NIOBRARA,,,12830,711.1457521,742.8901793,,NoNeighbour,,NoNeighbour,,13.19625877,69.60568979
0500109887,,NIOBRARA,,,16659,858.1547512,823.5766252,,NoNeighbour,,NoNeighbour,7846,15.42541569,60.33495408
0500109889,,NIOBRARA,,,16676,609.4986807,663.4779923,,NoNeighbour,,NoNeighbour,,14.95568482,54.59258815
0500109890,,NIOBRARA,,,12683,723.0150595,902.1355358,,NoNeighbour,,NoNeighbour,,15.67972877,78.26476386
0500109892,,NIOBRARA,,,12769,712.3502232,733.14684,,NoNeighbour,,NoNeighbour,,14.7661524,65.345446
0500109894,,NIOBRARA,,,12718,728.88819,895.8021702,,NoNeighbour,,NoNeighbour,,12.12100959,61.70026734
0500109900,,CODELL,,,8922,785.249944,780.028469,,NoNeighbour,,NoNeighbour,,25.48924008,115.169805
0500109901,,CODELL,,,16670,666.1067786,674.2926815,,NoNeighbour,,NoNeighbour,7978,20.32123575,65.46034793
0500109907,,NIOBRARA,,,16655,647.1329931,711.750045,,NoNeighbour,,NoNeighbour,,14.33287301,53.63644551
0500109908,,CODELL,,,8922,812.3739072,788.2811029,,NoNeighbour,,NoNeighbour,,25.94115669,111.7808787
0500109909,,CODELL,,,16631,874.0304251,763.1984848,,NoNeighbour,,NoNeighbour,,22.62840479,66.21688413
0500109911,,NIOBRARA,,,16570,657.2118286,722.7451418,,NoNeighbour,,NoNeighbour,,13.19583585,51.46614363
0500109926,0.750480597,CODELL,1820.221426,1562.662802,4438,1022.249662,2.52681388,,NoNeighbour,,NoNeighbour,7946,47.10477693,134.7174403
0500109941,0.732175,CODELL,2142.825623,1444.344382,4524,1179.929266,1498.176393,,NoNeighbour,,NoNeighbour,7688,49.58222812,136.1812555
0500109946,,NIOBRARA,4111.154054,3135.657626,9604,968.3465223,1007.619534,269,Parent,397,Codeveloped,7669,6.73667222,110.3103915
0500109947,,CODELL,4105.410786,3117.549078,9657,963.0319975,721.9242001,739,Codeveloped,2294,Codeveloped,7917,7.24645335,93.66801284
0500109948,,NIOBRARA,4080.814004,3104.468713,9429,961.7138615,960.3875278,397,Codeveloped,160,Codeveloped,7495,7.00074239,106.7503447
0500109949,,NIOBRARA,4096.398974,3096.284072,9449,965.8164885,980.450418,160,Codeveloped,200,Codeveloped,7771,5.826859985,98.83003492
0500109950,,CODELL,4097.831662,3036.144511,5201,961.3535858,704.1318977,2294,Codeveloped,3524,Parent,7929,21.71793886,179.6146895
0500109951,,NIOBRARA,4084.44601,3072.208606,9487,976.4941499,982.7079161,200,Codeveloped,4864,Parent,7729,11.29788131,100.9463476
0500109961,0.743616667,CODELL,2015.921927,1934.851351,15624,941.1162314,752.9865591,761,Codeveloped,1838,Parent,7964,30.31893241,141.6800435
0500109962,1.542138776,NIOBRARA,2083.364014,1978.362575,14942,942.3102664,960.2390577,389,Codeveloped,2290,Parent,7600,25.2485611,108.1442913
0500109963,1.570849485,NIOBRARA,2072.565664,1978.148085,15634,940.5142638,972.548548,304,Codeveloped,389,Codeveloped,7781,19.2593706,110.7389664
0500109964,1.574575258,NIOBRARA,2126.677946,2021.05668,15627,940.9355602,961.0661035,328,Codeveloped,304,Codeveloped,7763,17.64804505,117.64075
0500109965,0.771003125,CODELL,2177.655138,2063.348601,15665,929.8436004,745.8331312,544,Codeveloped,761,Codeveloped,7964,22.48228535,137.774593
0500109966,1.59902132,NIOBRARA,2189.233532,2062.511792,15697,907.9441932,1024.192139,133,Codeveloped,328,Codeveloped,7563,20.97515449,106.9275021
0500109967,1.575604124,NIOBRARA,2225.084672,2104.751386,15667,936.7460267,982.3888428,3858,Parent,133,Codeveloped,7811,18.32941852,112.8996617
0500109968,0.98241875,CODELL,1698.608173,1691.081695,4387,1367.677228,1505.336677,,NoNeighbour,930,Codeveloped,7857,43.40597219,132.4588557
0500109969,0.970807576,CODELL,1549.443503,1485.275765,4455,1347.699214,1512.905051,810,Codeveloped,1182,Codeveloped,7840,42.20112233,125.4343434
0500109970,1.175566839,NIOBRARA,1612.423492,1615.03195,4526,1235.969951,1367.551922,261,Codeveloped,490,Codeveloped,7600,32.28722934,92.77772868
0500109971,1.175253571,NIOBRARA,1546.967975,1514.144655,4479,131.249386,1476.74213,346,Codeveloped,1625,Codeveloped,7622,26.03014066,81.06764903
0500109972,1.217025263,NIOBRARA,2218.548707,1383.825586,5871,1311.531255,1616.531426,603,Codeveloped,285,Codeveloped,7451,28.71521036,98.20490547
0500109973,0.972426563,CODELL,1557.978182,1579.332069,4488,1336.898396,1535.891711,930,Codeveloped,810,Codeveloped,7838,32.57241533,110.712344
0500109974,0.968310606,CODELL,1730.32256,1415.439532,5933,1078.038092,1233.630541,1182,Codeveloped,883,Codeveloped,7846,33.99157256,109.4513737
0500109975,1.179813131,NIOBRARA,1557.978182,1545.598291,4536,1301.146384,1511.277778,490,Codeveloped,346,Codeveloped,7682,29.41909171,106.4415785
0500109976,1.242126804,NIOBRARA,2392.031788,1385.325607,5710,1357.267951,1539.516988,285,Codeveloped,2095,Parent,7583,33.33204904,95.61120841
0500109977,1.201437113,NIOBRARA,1930.246804,1391.886685,5882,1360.081605,1496.683781,293,Codeveloped,603,Codeveloped,7593,32.09095546,110.5601836
0500109978,1.183790816,NIOBRARA,1652.324768,1652.383807,4458,1053.387169,1666.650067,,NoNeighbour,261,Codeveloped,7415,33.50650516,91.65589951
0500109979,1.210568394,CODELL,2063.795121,1385.945514,5781,1383.843626,1552.539699,883,Codeveloped,853,Codeveloped,7827,31.87009168,113.3374849
0500109980,1.188305155,NIOBRARA,1819.072065,1401.729284,5778,1384.562132,1541.133956,1625,Codeveloped,293,Codeveloped,7686,42.04620976,101.7990654
0500109981,0.953375,CODELL,2580.354097,1390.125336,5818,1375.04297,1527.513579,853,Codeveloped,2076,Parent,7830,33.16122379,113.6418013
0500109984,1.549308163,NIOBRARA,2898.113573,2661.657316,9595,990.9327775,1011.348619,3770,Parent,280,Codeveloped,7807,21.40510683,108.0623241
0500109987,1.562525,NIOBRARA,2848.305116,2605.895439,9584,983.096828,1018.307179,280,Codeveloped,396,Codeveloped,7886,16.34411519,114.042884
0500109993,0.925579688,CODELL,2676.213397,2448.819352,9660,962.3188406,770.1521739,4565,Parent,650,Codeveloped,8031,17.19358178,107.6799172
0500109994,1.564086598,NIOBRARA,2667.713133,2453.051573,9692,942.4267437,1041.519397,4756,Parent,360,Codeveloped,7785,8.962752786,29.37412299
0500109995,0.911843077,CODELL,2539.608482,2388.246581,9658,954.4419134,718.0008283,544,Parent,,NoNeighbour,8032,24.38651895,146.4438807
0500109996,0.925844615,CODELL,2603.91312,2410.38891,9681,998.8637537,749.9696312,650,Codeveloped,,NoNeighbour,8032,23.13149468,164.8939159
0500109997,1.562512755,NIOBRARA,2715.58191,2477.326184,9604,983.1320283,994.7886297,270,Codeveloped,427,Parent,7874,14.44137859,117.3583923
0500109998,1.569055959,NIOBRARA,2757.26157,2513.018545,9524,998.5300294,1039.332423,396,Codeveloped,270,Codeveloped,7800,17.85142797,116.5814784
0500109999,1.587436083,NIOBRARA,2570.8054,2410.38891,9588,983.3124739,992.0988736,333,Parent,653,Codeveloped,7787,17.09428452,100.2230914
0500110000,0.916518462,CODELL,2801.430992,2556.019944,9587,999.4784604,749.2446021,4056,Parent,661,Parent,8035,22.20798999,155.4271409
0500110001,1.584418848,NIOBRARA,2630.991547,2426.861348,9528,914.7774979,1115.741814,360,Codeveloped,,NoNeighbour,7631,26.56391688,77.09949622
0500110002,1.590066839,NIOBRARA,2580.919621,2398.247045,8333,882.275291,1058.054242,653,Codeveloped,,NoNeighbour,7625,23.82839314,122.3441738
0500110003,,NIOBRARA,1910.091704,,9656,615.8940555,1412.71976,295,Codeveloped,,NoNeighbour,7924,22.0577879,66.46313173
0500110004,1.107723438,NIOBRARA,1517.184649,,9786,691.1914981,838.8755365,305,Codeveloped,,NoNeighbour,7718,23.16421418,47.80952381
0500110005,1.140409524,NIOBRARA,,,9794,674.6099653,807.9961201,,NoNeighbour,,NoNeighbour,7783,19.59526241,28.13967735
0500110008,1.06671383,NIOBRARA,1162.005473,,7527,1365.749967,1256.886409,,NoNeighbour,,NoNeighbour,7660,21.60023914,49.18347283
0500110020,0.583285938,NIOBRARA,2937.715974,1518.334797,7423,1980.331402,1320.507611,,NoNeighbour,,NoNeighbour,7507,14.89775024,55.00215546
0500110027,0.246378462,CODELL,2923.072064,1526.266768,7237,1492.331076,887.5945834,,NoNeighbour,,NoNeighbour,7738,11.12242642,21.9100456
0500110032,0.924813613,NIOBRARA,2148.529706,1312.315389,9561.387483,1747.026781,1068.564789,1155,Parent,584,Codeveloped,7462,20.16276407,66.08622453
0500110033,0.961354688,NIOBRARA,1907.553928,1221.320599,9456,1.015439932,96.13895939,1262,Codeveloped,,NoNeighbour,7489,22.40080372,59.88071066
0500110039,0.360893651,CODELL,2274.276261,1280.686498,9484,1007.16997,680.9121679,,NoNeighbour,1600,Codeveloped,7716,24.49061577,53.97290173
0500110040,0.422676563,CODELL,1880.787933,1207.221477,9444,1.016624312,94.06861499,1507,Codeveloped,,NoNeighbour,7675,31.70690385,68.43636171
0500110041,0.401057143,CODELL,2006.463235,1269.718568,9484,198.2285955,63.55799241,,NoNeighbour,1507,Codeveloped,7692,22.60069591,51.74536061
0500110042,0.37849375,CODELL,2180.334805,1325.330782,9505,1001.578117,616.1821147,1600,Codeveloped,1730,Parent,7735,22.3419253,54.22935297
0500110043,0.936973438,NIOBRARA,2078.77831,1300.186263,9492,1509.060261,931.0840708,584,Codeveloped,584,Parent,7577,16.44152971,47.05657396
0500110044,0.896745313,NIOBRARA,2257.185663,1302.509969,9477,1762.583096,776.6521051,,NoNeighbour,438,Codeveloped,7528,18.74928775,63.21251451
0500110045,0.952024607,NIOBRARA,1938.734196,1236.977045,9588,1493.742178,887.9619316,675,Parent,585,Parent,7509,17.9437839,52.72653317
0500110046,0.946481539,NIOBRARA,2005.429969,1269.479319,9456,1988.367174,1014.78236,,NoNeighbour,1262,Codeveloped,7303,18.01766074,51.15979272
0500110065,,CODELL,,,9956,725.5926075,696.3074528,,NoNeighbour,,NoNeighbour,,20.84451587,50.06508638
0500110066,,CODELL,,,9821,700.3360147,656.0843091,,NoNeighbour,,NoNeighbour,,20.87618369,50.52774667
0500110068,,NIOBRARA,,,9819,700.6823505,748.1250637,,NoNeighbour,,NoNeighbour,,12.1986964,39.14451573
0500110069,,NIOBRARA,,,9946,722.5015081,750.4392721,,NoNeighbour,,NoNeighbour,,14.69786849,37.64468128
0500110070,,NIOBRARA,,,9937,722.7533461,769.1975445,,NoNeighbour,,NoNeighbour,,13.00593741,39.38955419
0500110071,,CODELL,,,9829,745.141927,662.6082002,,NoNeighbour,,NoNeighbour,,28.29006003,44.9360057
0500110072,,NIOBRARA,,,9819,703.5339648,744.8838986,,NoNeighbour,,NoNeighbour,,12.29391995,32.37111722
0500110073,1.153660733,NIOBRARA,1407.829659,,10035.71413,1288.797174,895.9153168,305,Codeveloped,,NoNeighbour,7570,11.95839165,19.53214266
0500110074,,CODELL,,,9842,735.2164194,715.5444015,,NoNeighbour,,NoNeighbour,,28.07986182,52.4924812
0500110076,,CODELL,,,10376,657.6715497,666.5107941,,NoNeighbour,,NoNeighbour,,26.72311103,49.05580185
0500110077,,NIOBRARA,,,9744,733.5796388,781.7561576,,NoNeighbour,,NoNeighbour,,12.25892857,41.19047619
0500110078,,NIOBRARA,,,9780,708.3844581,1243.398364,,NoNeighbour,,NoNeighbour,,10.82576687,35.90603272
0500110080,,NIOBRARA,,,9946,720.2895636,774.2378846,,NoNeighbour,,NoNeighbour,,14.1479992,37.79549568
0500110082,,CODELL,,,11320,602.4734982,592.8420495,,NoNeighbour,,NoNeighbour,,27.33303887,41.61757951
0500110085,,NIOBRARA,1812.487619,1191.635691,10029,1209.691894,1403.197727,,NoNeighbour,,NoNeighbour,7691,11.12184664,16.04606641
0500110090,0.976645313,CODELL,3605.664969,2979.369702,5249,957.8967422,679.4574205,396,Codeveloped,4656,Parent,7971,19.1327872,131.0971614
0500110091,0.975498485,CODELL,3658.428904,2991.084551,5265,954.6058879,671.4336182,658,Codeveloped,396,Codeveloped,7965,15.00360874,131.2303894
0500110092,1.378238744,NIOBRARA,3708.883247,2997.523578,5212,989.2555641,959.0778972,546,Codeveloped,4853,Parent,7820,14.70740599,94.73618573
0500110093,1.35647579,NIOBRARA,3811.13938,3116.298928,9691,965.2254669,938.6659787,209,Codeveloped,2297,Parent,7597,11.81312558,127.8562584
0500110094,0.880696875,CODELL,3913.681845,3098.281075,10090,974.0336967,700.3593657,736,Parent,2508,Parent,8006,12.27145689,123.924777
0500110095,1.384007853,NIOBRARA,3801.180204,2998.851386,5185,988.2352941,966.3483124,,NoNeighbour,546,Codeveloped,7720,18.24551591,85.62102218
0500110096,1.354094241,NIOBRARA,3865.317118,3116.298928,10108,967.5504551,936.4944598,345,Codeveloped,209,Codeveloped,7846,8.919370795,93.64819945
0500110097,1.318644211,NIOBRARA,3913.681845,3098.281075,10030,972.2831505,935.758325,255,Codeveloped,345,Codeveloped,7741,11.61385842,116.2079761
0500110098,0.973476923,CODELL,3756.599999,2998.851386,5164,958.5592564,681.1010844,2709,Codeveloped,658,Codeveloped,7968,20.15356313,141.9721146
0500110099,0.873698438,CODELL,3979.727321,3054.126735,10094,975.4309491,734.6754508,,NoNeighbour,2709,Codeveloped,8002,25.99891024,125.0464632
0500110100,1.106408421,NIOBRARA,1431.861744,,10014,1351.507889,868.6081486,1465,Codeveloped,337,Codeveloped,7570,10.26822449,25.44437787
0500110101,1.1167057,NIOBRARA,1419.223433,,9893.516552,1389.79906,885.8001049,337,Codeveloped,305,Codeveloped,7528,21.38541932,72.86964106
0500110102,1.153660733,NIOBRARA,1455.085245,,7382,1346.789488,869.5342726,,NoNeighbour,1465,Codeveloped,7552,21.16025467,64.0513411
0500110106,,CODELL,,,10668,450.3187102,483.604237,,NoNeighbour,,NoNeighbour,,17.38151481,29.52174728
0500110128,1.173311168,NIOBRARA,1783.511878,,9744,691.7077176,827.7715517,301,Codeveloped,320,Codeveloped,7802,14.07440476,46.29043514
0500110129,1.176616162,NIOBRARA,1784.837355,,9711,696.7356606,837.2622799,320,Codeveloped,3499,Parent,7729,25.97374112,53.42302544
0500110130,1.16859898,NIOBRARA,1783.502745,,9801,686.6646261,855.4398531,327,Codeveloped,301,Codeveloped,7730,17.16426895,46.87654321
0500110131,1.162648718,NIOBRARA,1783.502745,,9737,677.2106398,851.2580877,,NoNeighbour,327,Codeveloped,7799,18.05740988,28.27400637
0500110132,0.729573438,CODELL,2016.258385,1252.021371,9618,928.05157,788.650655,,NoNeighbour,,NoNeighbour,7833,37.80952381,120.9661052
0500110150,1.117385714,NIOBRARA,1590.268435,,9684.609301,667.0377502,806.0031909,3738,Parent,329,Codeveloped,7737,17.97522178,39.52116065
0500110151,1.115222165,NIOBRARA,1554.058794,,9871,687.2657279,849.9181441,329,Codeveloped,305,Codeveloped,7813,9.192179111,27.49701145
0500110156,1.160366321,NIOBRARA,2394.86348,1466.13729,9569,1499.843244,786.2938656,,NoNeighbour,413,Codeveloped,7258,15.41676246,49.00480719
0500110157,1.145731088,NIOBRARA,2088.653006,1438.917606,9590,1496.976017,723.2817518,835,Codeveloped,369,Codeveloped,7416,17.09593326,52.73743483
0500110159,0.554588889,CODELL,2140.464918,1449.201521,9574,997.7021099,663.8689158,1294,Codeveloped,1538,Codeveloped,7648,22.61499896,43.48558596
0500110160,0.574342857,CODELL,1866.231109,1418.999057,9611.23688,993.8367058,628.3446215,1538,Codeveloped,,NoNeighbour,7633,22.35685195,43.66867712
0500110161,1.158386979,NIOBRARA,2189.838256,1453.349526,9610,1493.236212,772.1137357,384,Codeveloped,835,Codeveloped,7247,14.35744017,44.95098855
0500110162,1.132682902,NIOBRARA,1922.875228,1426.140079,9579,1498.277482,726.575843,382,Codeveloped,,NoNeighbour,7239,14.94801127,43.98621986
0500110163,1.166997423,NIOBRARA,2359.513349,1464.34842,9466,1516.16311,809.3320304,413,Codeveloped,320,Codeveloped,7479,16.98785126,48.30731037
0500110164,1.163347938,NIOBRARA,2321.379755,1462.276932,9465,1512.942419,886.9001585,320,Codeveloped,879,Codeveloped,7383,17.67342842,60.72509245
0500110165,1.144478947,NIOBRARA,2034.767662,1432.81217,9621,1488.618647,841.6158403,369,Codeveloped,382,Codeveloped,7455,18.10497869,50.59380522
0500110166,0.533626984,CODELL,2280.390946,1459.816102,9573,997.8063303,665.7864828,1550,Codeveloped,1294,Codeveloped,7650,23.4068735,59.84905463
0500110167,1.16036359,NIOBRARA,2236.526911,1456.867734,9568,1500,811.628449,879,Codeveloped,384,Codeveloped,7465,17.58371656,46.88283863
0500110187,,NIOBRARA,1773.300759,,9728,660.9786184,700.248972,,NoNeighbour,,NoNeighbour,7591,21.87726151,33.09076891
0500110199,0.796715873,CODELL,2268.765426,2144.930623,15660,930.1404853,751.0436782,3769,Parent,544,Codeveloped,7979,29.60223499,120.5223499
0500110200,,NIOBRARA,,,9849,725.1497614,1545.441365,,NoNeighbour,,NoNeighbour,,29.28622195,38.54127323
0500110201,,NIOBRARA,1646.440216,,9733,726.600226,1557.456488,,NoNeighbour,,NoNeighbour,7929,34.36884825,53.34110757
0500110202,,NIOBRARA,,,9877,718.6392629,1544.874557,,NoNeighbour,,NoNeighbour,8001,40.86838109,67.03077858
0500110203,,NIOBRARA,,,9854,7.246498884,1545.782423,,NoNeighbour,,NoNeighbour,,36.53957784,59.27065151
0500110204,,CODELL,1621.364447,1406.824343,4250,1383.529412,1546.525647,,NoNeighbour,,NoNeighbour,7618,21.72282353,47.62258824
0500110206,,NIOBRARA,1655.573622,1388.730072,4404,1239.782016,1527.648274,,NoNeighbour,,NoNeighbour,7454,19.76998183,59.74750227
0500110207,1.133154359,CODELL,1512.80919,1368.15619,4441,1502.391353,1600.255798,621,Codeveloped,,NoNeighbour,7587,23.68160324,62.80229678
0500110208,,CODELL,1611.834823,1381.693604,4547,1287.332307,1445.729932,,NoNeighbour,,NoNeighbour,7605,20.1002859,43.99846052
0500110209,1.126488542,NIOBRARA,1497.487685,1363.86103,4400,1736.490909,2037.21,268,Codeveloped,264,Codeveloped,7374,26.33840909,99.71045455
0500110210,,NIOBRARA,1573.617567,1375.31682,4351,1670.91841,1598.908067,,NoNeighbour,,NoNeighbour,7447,26.1176741,74.74281774
0500110211,1.135590576,NIOBRARA,1512.80919,1368.15619,4360,1756.917431,1951.005963,280,Codeveloped,,NoNeighbour,7358,27.31215596,78.60733945
0500110216,,NIOBRARA,1611.834823,1381.693604,4473,1269.953052,1555.298234,,NoNeighbour,,NoNeighbour,7384,21.17661525,70.10663984
0500110218,,CODELL,1755.773463,1403.854681,4440,1323.873874,1480.377027,,NoNeighbour,,NoNeighbour,7612,27.63603604,49.06306306
0500110220,0.567052381,CODELL,1507.334965,1369.985798,4016,1383.964143,1712.556275,4354,Parent,621,Codeveloped,7601,28.62026892,67.04282869
0500110221,1.130883938,NIOBRARA,1497.487685,1363.86103,4348,1761.729531,1989.677553,264,Codeveloped,280,Codeveloped,7455,21.06485741,82.24310028
0500110223,1.132704124,NIOBRARA,1490.11364,1361.562387,4425,1656.137853,2028.282034,4489,Parent,268,Codeveloped,7472,24.24248588,65.44858757
0500110224,,NIOBRARA,1952.666738,,9789,563.0810093,1316.750843,2112,Parent,322,Codeveloped,8016,18.8584125,39.18479926
0500110225,,NIOBRARA,1931.134968,,9669,604.6126797,1385.474403,322,Codeveloped,321,Codeveloped,7937,18.88623436,71.97972903
0500110226,,NIOBRARA,1910.091704,,9718,609.9424779,1389.457502,321,Codeveloped,295,Codeveloped,8014,22.62440831,56.32722782
0500110253,1.436993782,NIOBRARA,1963.812486,1416.27898,9938,963.9766553,910.1507346,410,Codeveloped,,NoNeighbour,7576,18.24481787,68.75417589
0500110254,0.790750794,CODELL,1932.253639,1420.319943,9981,946.7902014,694.744214,3494,Parent,4094,Parent,7751,33.13816251,121.004208
0500110255,1.447405729,NIOBRARA,1932.253639,1420.319943,9953,962.7248066,899.9596102,216,Codeveloped,410,Codeveloped,7499,13.39143977,72.05114036
0500110258,1.300286529,NIOBRARA,3955.949015,3081.537528,10085,963.0143778,938.0680218,119,Codeveloped,255,Codeveloped,7603,9.801289043,116.3278136
0500110262,1.287226943,NIOBRARA,3992.014732,3067.620208,10095,967.8058445,938.0707281,,NoNeighbour,129,Codeveloped,7757,15.00099059,95.17592868
0500110271,1.291159067,NIOBRARA,3992.014732,3067.620208,10105,955.3686294,910.4876794,129,Codeveloped,119,Codeveloped,7837,13.14477981,94.26363187
0500110296,,CODELL,,,10469,530.9007546,477.2891394,,NoNeighbour,,NoNeighbour,,24.42793008,111.1848314
0500110323,,NIOBRARA,,,15974,901.5900839,920.58614,,NoNeighbour,,NoNeighbour,,9.268874421,66.27557281
0500110330,,NIOBRARA,,,15959,899.9310734,887.8531236,,NoNeighbour,,NoNeighbour,,5.736762955,65.03928818
0500110332,,CODELL,,,15983,911.968967,700.9893011,,NoNeighbour,,NoNeighbour,,20.55196146,74.51248201
0500110333,,NIOBRARA,,,15916,896.8333752,884.9816537,,NoNeighbour,,NoNeighbour,,7.966951495,60.91065594
0500110336,,NIOBRARA,,,15967,903.9894783,919.2023549,,NoNeighbour,,NoNeighbour,,10.80666374,61.55890274
0500110337,,NIOBRARA,,,15929,901.7515224,924.3394438,,NoNeighbour,,NoNeighbour,,7.843493,48.48019336
0500110339,,NIOBRARA,,,15921,893.7880786,916.1222913,,NoNeighbour,,NoNeighbour,,7.644745933,58.52898687
0500110342,,NIOBRARA,,,15923,1804.936256,1792.258494,,NoNeighbour,,NoNeighbour,,5.221126672,57.82924072
0500110343,,NIOBRARA,,,15918,904.2593291,898.5163337,,NoNeighbour,,NoNeighbour,,10.92461364,55.17998492
0500110345,0.668204688,CODELL,2246.875933,1806.776372,15246,935.8520268,723.7773186,,NoNeighbour,4776,Codeveloped,7654,38.10599502,79.30184967
0500110363,,NIOBRARA,,,9221,730.5064527,704.8607526,,NoNeighbour,,NoNeighbour,,7.358312547,46.90510791
0500110364,1.112073822,NIOBRARA,2630.874325,2392.396367,7180,961.0027855,888.8147632,386,Codeveloped,102,Codeveloped,7270,15.01295265,83.32576602
0500110365,0.730125397,CODELL,2686.037784,2406.442343,7899,861.3748576,610.8264337,748,Codeveloped,,NoNeighbour,7676,21.92885175,99.14381567
0500110366,1.120354592,NIOBRARA,2577.041948,2373.620003,7380,934.9593496,895.7211382,322,Codeveloped,386,Codeveloped,7449,15.71720867,87.27547425
0500110367,0.731188889,CODELL,2577.041948,2372.726197,7190.35487,946.8239222,693.7134662,4776,Codeveloped,748,Codeveloped,7683,25.75060666,137.2985086
0500110370,,NIOBRARA,3049.442804,2378.059183,7212,958.3869939,877.3003328,2573,Parent,,NoNeighbour,7278,15.35551858,83.07321131
0500110371,,NIOBRARA,,,9073,1520.114626,1426.558801,,NoNeighbour,,NoNeighbour,,11.92505235,60.0843161
0500110372,,NIOBRARA,,,9102,567.5675676,635.6660075,,NoNeighbour,,NoNeighbour,,10.09898923,57.40705339
0500110373,1.121370985,NIOBRARA,2515.86603,2344.678417,6253.450926,958.1909366,891.3593576,,NoNeighbour,526,Codeveloped,7250,17.07009478,85.2877885
0500110374,,NIOBRARA,,,9020,762.7494457,721.908204,,NoNeighbour,,NoNeighbour,,11.74356984,67.37150776
0500110375,,NIOBRARA,,,8962,763.4456595,686.585472,,NoNeighbour,,NoNeighbour,,11.42267351,67.09428699
0500110376,,NIOBRARA,,,8917,1535.942582,1416.783559,,NoNeighbour,,NoNeighbour,,12.25210273,57.92587193
0500110377,,CODELL,,,8900,408.0898876,391.8975281,,NoNeighbour,,NoNeighbour,,22.60516854,76.30224719
0500110378,,CODELL,,,8999,799.6444049,775.0794533,,NoNeighbour,,NoNeighbour,,15.90765641,67.14623847
0500110379,,NIOBRARA,,,9227,559.2283516,633.503739,,NoNeighbour,,NoNeighbour,,8.370868104,42.79505798
0500110380,,NIOBRARA,,,8941,770.8310032,624.6850464,,NoNeighbour,,NoNeighbour,,10.91253775,53.02527681
0500110381,1.117432124,NIOBRARA,2525.339403,2347.589595,7005,984.4396859,948.4985011,583,Codeveloped,322,Codeveloped,7514,16.20913633,64.96745182
